data_source,signal,geo_value,time_value,source,geo_type,time_type,issue,lag,missing_value,missing_stderr,missing_sample_size,value,stderr,sample_size
jhu-csse,confirmed_incidence_num,ak,2020-05-26,jhu-csse,state,day,2023-03-03,1011,0,5,5,4.0,,
jhu-csse,confirmed_incidence_num,ak,2020-05-27,jhu-csse,state,day,2023-03-03,1010,0,5,5,1.0,,
jhu-csse,confirmed_incidence_num,ak,2020-05-28,jhu-csse,state,day,2023-03-03,1009,0,5,5,13.0,,
jhu-csse,confirmed_incidence_num,ak,2020-05-29,jhu-csse,state,day,2023-03-03,1008,0,5,5,6.0,,
jhu-csse,confirmed_incidence_num,ak,2020-05-30,jhu-csse,state,day,2023-03-03,1007,0,5,5,5.0,,
jhu-csse,confirmed_incidence_num,ak,2020-05-31,jhu-csse,state,day,2023-03-03,1006,0,5,5,29.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-01,jhu-csse,state,day,2023-03-03,1005,0,5,5,8.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-02,jhu-csse,state,day,2023-03-03,1004,0,5,5,20.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-03,jhu-csse,state,day,2023-03-03,1003,0,5,5,29.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-04,jhu-csse,state,day,2023-03-03,1002,0,5,5,18.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-05,jhu-csse,state,day,2023-03-03,1001,0,5,5,13.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-06,jhu-csse,state,day,2023-03-03,1000,0,5,5,14.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-07,jhu-csse,state,day,2023-03-03,999,0,5,5,9.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-08,jhu-csse,state,day,2023-03-03,998,0,5,5,19.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-09,jhu-csse,state,day,2023-03-03,997,0,5,5,13.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-10,jhu-csse,state,day,2023-03-03,996,0,5,5,22.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-11,jhu-csse,state,day,2023-03-03,995,0,5,5,27.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-12,jhu-csse,state,day,2023-03-03,994,0,5,5,21.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-13,jhu-csse,state,day,2023-03-03,993,0,5,5,34.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-14,jhu-csse,state,day,2023-03-03,992,0,5,5,12.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-15,jhu-csse,state,day,2023-03-03,991,0,5,5,4.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-16,jhu-csse,state,day,2023-03-03,990,0,5,5,14.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-17,jhu-csse,state,day,2023-03-03,989,0,5,5,25.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-18,jhu-csse,state,day,2023-03-03,988,0,5,5,20.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-19,jhu-csse,state,day,2023-03-03,987,0,5,5,27.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-20,jhu-csse,state,day,2023-03-03,986,0,5,5,23.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-21,jhu-csse,state,day,2023-03-03,985,0,5,5,14.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-22,jhu-csse,state,day,2023-03-03,984,0,5,5,13.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-23,jhu-csse,state,day,2023-03-03,983,0,5,5,32.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-24,jhu-csse,state,day,2023-03-03,982,0,5,5,25.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-25,jhu-csse,state,day,2023-03-03,981,0,5,5,42.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-26,jhu-csse,state,day,2023-03-03,980,0,5,5,30.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-27,jhu-csse,state,day,2023-03-03,979,0,5,5,27.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-28,jhu-csse,state,day,2023-03-03,978,0,5,5,31.0,,
jhu-csse,confirmed_incidence_num,ak,2020-06-29,jhu-csse,state,day,2023-03-03,977,0,5,5,26.0,,
